id,city,county,state,population,density
1080,Stockholm,Aroostook,Maine,458.0,2.3
1081,Van Buren,Aroostook,Maine,2169.0,6.7
1082,Washburn,Aroostook,Maine,1623.0,8.9
1083,Camden,Knox,Maine,5221.0,109.0
1084,Islesboro,Waldo,Maine,617.0,16.7
1085,Lincolnville,Waldo,Maine,3808.0,24.1
1086,Matinicus,Knox,Maine,95.0,19.1
1087,Monhegan,Lincoln,Maine,119.0,54.0
1088,North Haven,Knox,Maine,448.0,15.2
1089,Owls Head,Knox,Maine,1440.0,52.6
1090,Port Clyde,Knox,Maine,266.0,87.8
1091,South Thomaston,Knox,Maine,1371.0,46.4
1092,Spruce Head,Knox,Maine,781.0,67.9
1093,Tenants Harbor,Knox,Maine,1590.0,31.6
1094,Thomaston,Knox,Maine,2753.0,97.2
1095,Vinalhaven,Knox,Maine,981.0,16.3
1096,Waterville,Kennebec,Maine,26463.0,129.7
1097,Anson,Somerset,Maine,1849.0,11.2
1098,Athens,Somerset,Maine,783.0,5.3
1099,Belfast,Waldo,Maine,9078.0,48.0
1100,Belgrade,Kennebec,Maine,3258.0,29.5
1101,Belgrade Lakes,Kennebec,Maine,0.0,0.0
1102,Bingham,Somerset,Maine,1688.0,3.0
1103,Brooks,Waldo,Maine,1586.0,12.3
1104,Burnham,Waldo,Maine,829.0,8.2
1105,Caratunk,Somerset,Maine,16.0,0.1
1106,China Village,Kennebec,Maine,0.0,0.0
1107,Corinna,Penobscot,Maine,1925.0,19.2
1108,Detroit,Somerset,Maine,788.0,15.0
1109,Dexter,Penobscot,Maine,4226.0,27.0
1110,Dixmont,Penobscot,Maine,1186.0,12.6
1111,Eustis,Franklin,Maine,179.0,0.2
1112,Fairfield,Somerset,Maine,6397.0,47.6
1113,Garland,Penobscot,Maine,817.0,8.4
1114,Farmington Falls,Franklin,Maine,0.0,0.0
1115,Hartland,Somerset,Maine,1656.0,17.2
1116,Hinckley,Somerset,Maine,78.0,17.5
1117,Jackman,Somerset,Maine,1242.0,0.7
1118,Kingfield,Franklin,Maine,1588.0,4.9
1119,Liberty,Waldo,Maine,884.0,13.1
1120,Morrill,Waldo,Maine,1730.0,22.1
1121,New Sharon,Franklin,Maine,1449.0,12.4
1122,New Vineyard,Franklin,Maine,691.0,7.5
1123,Norridgewock,Somerset,Maine,4025.0,20.3
1124,North Anson,Somerset,Maine,2198.0,15.5
1125,New Portland,Somerset,Maine,732.0,0.7
1126,Oquossoc,Oxford,Maine,114.0,0.5
1127,Palmyra,Somerset,Maine,2147.0,20.6
1128,Phillips,Franklin,Maine,1651.0,2.7
1129,Rangeley,Franklin,Maine,1507.0,2.6
1130,Saint Albans,Somerset,Maine,1822.0,15.7
1131,Searsmont,Waldo,Maine,1415.0,14.5
1132,Searsport,Waldo,Maine,2649.0,35.7
1133,Shawmut,Somerset,Maine,36.0,254.6
1134,Skowhegan,Somerset,Maine,10036.0,38.9
1135,Solon,Somerset,Maine,830.0,8.1
1136,Stockton Springs,Waldo,Maine,2479.0,25.4
1137,Stratton,Franklin,Maine,328.0,2.9
1138,Strong,Franklin,Maine,1594.0,4.0
1139,West Forks,Somerset,Maine,153.0,0.3
1140,Unity,Waldo,Maine,1988.0,15.4
1141,Vassalboro,Kennebec,Maine,4526.0,39.5
1142,West Farmington,Franklin,Maine,0.0,0.0
1143,White River Junction,Windsor,Vermont,9644.0,87.1
1144,Ascutney,Windsor,Vermont,101.0,74.6
1145,Barnard,Windsor,Vermont,42.0,6.5
1146,Bridgewater Corners,Windsor,Vermont,757.0,7.2
1147,Brownsville,Windsor,Vermont,853.0,25.7
1148,East Corinth,Orange,Vermont,652.0,21.9
1149,East Randolph,Orange,Vermont,224.0,15.5
1150,East Ryegate,Caledonia,Vermont,669.0,9.7
1151,East Thetford,Orange,Vermont,1131.0,48.2
1152,Fairlee,Orange,Vermont,1768.0,15.8
1153,Mcindoe Falls,Caledonia,Vermont,118.0,137.1
1154,North Hartland,Windsor,Vermont,358.0,59.5
1155,North Pomfret,Windsor,Vermont,294.0,14.6
1156,Norwich,Windsor,Vermont,3404.0,32.8
1157,Post Mills,Orange,Vermont,138.0,18.0
1158,Quechee,Windsor,Vermont,419.0,28.8
1159,Randolph Center,Orange,Vermont,1821.0,25.2
1160,South Pomfret,Windsor,Vermont,142.0,4.8
1161,South Royalton,Windsor,Vermont,2910.0,18.9
1162,South Ryegate,Orange,Vermont,606.0,13.4
1163,South Strafford,Orange,Vermont,457.0,16.5
1164,South Woodstock,Windsor,Vermont,139.0,3.7
1165,Taftsville,Windsor,Vermont,22.0,105.6
1166,Thetford Center,Orange,Vermont,1200.0,15.2
1167,Tunbridge,Orange,Vermont,1112.0,11.2
1168,Vershire,Orange,Vermont,863.0,9.4
1169,Wells River,Orange,Vermont,553.0,11.0
1170,West Fairlee,Orange,Vermont,259.0,126.5
1171,West Hartford,Windsor,Vermont,176.0,30.3
1172,West Topsham,Orange,Vermont,563.0,7.4
1173,Wilder,Windsor,Vermont,827.0,745.7
1174,Bellows Falls,Windham,Vermont,4095.0,56.7
1175,Cambridgeport,Windham,Vermont,121.0,119.6
1176,Cavendish,Windsor,Vermont,746.0,10.8
1177,North Springfield,Windsor,Vermont,424.0,81.0
1178,Perkinsville,Windsor,Vermont,1491.0,24.2
1179,Proctorsville,Windsor,Vermont,801.0,15.2
1180,Saxtons River,Windham,Vermont,585.0,92.1
1181,South Londonderry,Windham,Vermont,709.0,13.0
1182,Dorset,Bennington,Vermont,1330.0,12.3
1183,East Arlington,Bennington,Vermont,627.0,6.1
1184,East Dorset,Bennington,Vermont,588.0,17.1
1185,Manchester Center,Bennington,Vermont,4100.0,41.1
1186,North Bennington,Bennington,Vermont,3022.0,66.4
1187,North Pownal,Bennington,Vermont,263.0,17.6
1188,Shaftsbury,Bennington,Vermont,1949.0,10.4
1189,Brattleboro,Windham,Vermont,16673.0,44.6
1190,Bondville,Bennington,Vermont,748.0,6.6
1191,East Dover,Windham,Vermont,593.0,17.4
1192,Jacksonville,Windham,Vermont,612.0,13.6
1193,Jamaica,Windham,Vermont,1056.0,8.8
1194,Marlboro,Windham,Vermont,511.0,1576.3
1195,Newfane,Windham,Vermont,1757.0,17.3
1196,Putney,Windham,Vermont,5262.0,28.9
1197,Readsboro,Bennington,Vermont,765.0,8.1
1198,South Newfane,Windham,Vermont,184.0,6.3
1199,Stamford,Bennington,Vermont,987.0,9.7
1200,Townshend,Windham,Vermont,1434.0,15.4
1201,Vernon,Windham,Vermont,2548.0,51.2
1202,Wardsboro,Windham,Vermont,717.0,10.1
1203,West Dover,Windham,Vermont,634.0,11.0
1204,West Halifax,Windham,Vermont,425.0,11.2
1205,West Townshend,Windham,Vermont,669.0,8.8
1206,West Wardsboro,Windham,Vermont,428.0,2.3
1207,Whitingham,Windham,Vermont,978.0,13.4
1208,Williamsville,Windham,Vermont,186.0,11.1
1209,South Burlington,Chittenden,Vermont,20177.0,475.8
1210,Winooski,Chittenden,Vermont,8082.0,2233.9
1211,Colchester,Chittenden,Vermont,1340.0,3559.9
1212,Alburgh,Grand Isle,Vermont,1857.0,24.6
1213,Bakersfield,Franklin,Vermont,611.0,19.5
1214,Belvidere Center,Lamoille,Vermont,402.0,4.4
1215,Charlotte,Chittenden,Vermont,3910.0,36.6
1216,East Berkshire,Franklin,Vermont,106.0,41.4
1217,East Fairfield,Franklin,Vermont,845.0,8.7
1218,Enosburg Falls,Franklin,Vermont,5306.0,14.4
1219,Essex Junction,Chittenden,Vermont,22338.0,213.7
1220,Fairfax,Franklin,Vermont,5255.0,42.2
1221,Ferrisburgh,Addison,Vermont,949.0,15.9
1222,Highgate Center,Franklin,Vermont,1835.0,31.6
1223,Hinesburg,Chittenden,Vermont,4866.0,44.8
1224,Isle La Motte,Grand Isle,Vermont,551.0,27.0
1225,Jeffersonville,Lamoille,Vermont,3014.0,20.6
1226,Jericho,Chittenden,Vermont,5589.0,36.9
1227,Montgomery Center,Franklin,Vermont,693.0,5.5
1228,New Haven,Addison,Vermont,1937.0,17.5
1229,North Ferrisburgh,Addison,Vermont,1516.0,29.8
1230,North Hero,Grand Isle,Vermont,1157.0,33.2
1231,Richford,Franklin,Vermont,3254.0,19.5
1232,Saint Albans Bay,Franklin,Vermont,0.0,0.0
1233,Shelburne,Chittenden,Vermont,7800.0,123.8
1234,Sheldon,Franklin,Vermont,1746.0,30.7
1235,Sheldon Springs,Franklin,Vermont,0.0,0.0
1236,South Hero,Grand Isle,Vermont,1516.0,40.3
1237,Starksboro,Addison,Vermont,1736.0,14.5
1238,Swanton,Franklin,Vermont,7984.0,46.1
1239,Underhill,Chittenden,Vermont,3652.0,23.9
1240,Vergennes,Addison,Vermont,5880.0,25.9
1241,Williston,Chittenden,Vermont,10888.0,122.7
1242,Montpelier,Washington,Vermont,12572.0,55.3
1243,Adamant,Washington,Vermont,251.0,39.9
1244,Cabot,Washington,Vermont,1214.0,17.2
1245,East Barre,Orange,Vermont,377.0,28.8
1246,East Calais,Washington,Vermont,902.0,14.6
1247,East Montpelier,Washington,Vermont,1546.0,35.5
1248,Eden,Lamoille,Vermont,727.0,8.9
1249,Eden Mills,Lamoille,Vermont,608.0,7.4
1250,Graniteville,Orange,Vermont,1229.0,98.9
1251,Johnson,Lamoille,Vermont,3491.0,28.5
1252,Moretown,Washington,Vermont,1909.0,19.6
1253,Morrisville,Lamoille,Vermont,6081.0,36.0
1254,Northfield Falls,Washington,Vermont,0.0,0.0
1255,North Montpelier,Washington,Vermont,36.0,15.6
1256,Stowe,Lamoille,Vermont,5214.0,27.6
1257,Waitsfield,Washington,Vermont,2284.0,16.6
1258,Waterbury,Washington,Vermont,4776.0,19.7
1259,Waterbury Center,Washington,Vermont,2357.0,58.0
1260,Websterville,Washington,Vermont,84.0,39.9
1261,Wolcott,Lamoille,Vermont,2016.0,12.0
1262,Woodbury,Washington,Vermont,150.0,4.3
1263,Benson,Rutland,Vermont,0.0,0.0
1264,Bomoseen,Rutland,Vermont,1267.0,44.8
1265,Brandon,Rutland,Vermont,6038.0,21.6
1266,Bridport,Addison,Vermont,1289.0,11.5
1267,Castleton,Rutland,Vermont,3646.0,31.8
1268,Center Rutland,Rutland,Vermont,512.0,58.5
1269,Chittenden,Rutland,Vermont,566.0,4.5
1270,Cuttingsville,Rutland,Vermont,1331.0,10.2
1271,Danby,Rutland,Vermont,1299.0,10.7
1272,East Wallingford,Rutland,Vermont,699.0,11.0
1273,Fair Haven,Rutland,Vermont,4129.0,16.2
1274,Gaysville,Windsor,Vermont,0.0,0.0
1275,Killington,Rutland,Vermont,766.0,6.3
1276,Middlebury,Addison,Vermont,10927.0,50.4
1277,Middletown Springs,Rutland,Vermont,748.0,11.7
1278,Mount Holly,Rutland,Vermont,661.0,10.4
1279,North Clarendon,Rutland,Vermont,2038.0,40.0
1280,Orwell,Addison,Vermont,829.0,8.9
1281,Pawlet,Rutland,Vermont,1056.0,10.0
1282,Pittsford,Rutland,Vermont,3009.0,32.1
1283,Poultney,Rutland,Vermont,3079.0,26.7
1284,Proctor,Rutland,Vermont,1852.0,100.0
1285,Ripton,Addison,Vermont,494.0,3.9
1286,Rupert,Bennington,Vermont,41.0,3.5
1287,Shoreham,Addison,Vermont,1170.0,10.8
1288,Wallingford,Rutland,Vermont,2531.0,13.0
1289,West Pawlet,Rutland,Vermont,620.0,14.6
1290,West Rupert,Bennington,Vermont,346.0,5.7
1291,West Rutland,Rutland,Vermont,3372.0,29.2
1292,Saint Johnsbury,Caledonia,Vermont,9383.0,40.8
1293,Albany,Orleans,Vermont,395.0,11.4
1294,Barnet,Caledonia,Vermont,949.0,11.7
1295,Barton,Orleans,Vermont,1924.0,17.4
1296,Craftsbury,Orleans,Vermont,770.0,10.3
1297,Craftsbury Common,Orleans,Vermont,546.0,12.5
1298,Derby,Orleans,Vermont,1683.0,27.2
1299,Derby Line,Orleans,Vermont,1372.0,15.8
1300,East Burke,Caledonia,Vermont,1157.0,17.8
1301,East Charleston,Orleans,Vermont,38.0,12.9
1302,East Hardwick,Caledonia,Vermont,1371.0,16.1
1303,East Haven,Essex,Vermont,352.0,2.7
1304,Glover,Orleans,Vermont,639.0,10.4
1305,Greensboro,Orleans,Vermont,343.0,5.5
1306,Greensboro Bend,Orleans,Vermont,509.0,10.8
1307,Irasburg,Orleans,Vermont,1318.0,11.9
1308,Island Pond,Essex,Vermont,1225.0,4.6
1309,Lyndon Center,Caledonia,Vermont,308.0,85.1
1310,Lyndonville,Caledonia,Vermont,5933.0,28.0
1311,Morgan,Orleans,Vermont,803.0,10.6
1312,Newport Center,Orleans,Vermont,1490.0,14.4
1313,North Concord,Essex,Vermont,290.0,1.7
1314,North Troy,Orleans,Vermont,2164.0,13.4
1315,Peacham,Caledonia,Vermont,349.0,5.6
1316,West Burke,Caledonia,Vermont,1306.0,13.1
1317,West Charleston,Orleans,Vermont,893.0,11.3
1318,West Danville,Caledonia,Vermont,672.0,10.1
1319,Averill,Essex,Vermont,0.0,0.0
1320,Beecher Falls,Essex,Vermont,131.0,38.7
1321,Gilman,Essex,Vermont,239.0,167.8
1322,Guildhall,Essex,Vermont,943.0,2.0
1323,Bloomfield,Capitol,Connecticut,21460.0,322.5
1324,Broad Brook,Capitol,Connecticut,6677.0,171.9
1325,Canton Center,Capitol,Connecticut,38.0,128.6
1326,Collinsville,Capitol,Connecticut,76.0,17.5
1327,East Berlin,Capitol,Connecticut,1576.0,611.6
1328,East Canaan,Northwest Hills,Connecticut,534.0,33.7
1329,East Granby,Capitol,Connecticut,5154.0,113.3
1330,East Hartland,Northwest Hills,Connecticut,1230.0,30.1
1331,Ellington,Capitol,Connecticut,16519.0,194.9
1332,Falls Village,Northwest Hills,Connecticut,1426.0,14.1
1333,Glastonbury,Capitol,Connecticut,29251.0,307.4
1334,New Britain,Capitol,Connecticut,31711.0,2983.5
1335,New Hartford,Northwest Hills,Connecticut,6078.0,63.8
1336,North Canton,Capitol,Connecticut,229.0,336.2
1337,North Granby,Capitol,Connecticut,2331.0,77.3
1338,Pine Meadow,Northwest Hills,Connecticut,602.0,1413.5
1339,Barkhamsted,Northwest Hills,Connecticut,3320.0,37.4
1340,Riverton,Northwest Hills,Connecticut,723.0,34.9
1341,Vernon Rockville,Capitol,Connecticut,30289.0,660.6
1342,Rocky Hill,Capitol,Connecticut,20705.0,601.4
1343,Simsbury,Capitol,Connecticut,15023.0,254.4
1344,Somers,Capitol,Connecticut,10495.0,140.3
1345,Somersville,Capitol,Connecticut,0.0,0.0
1346,South Glastonbury,Capitol,Connecticut,5854.0,155.7
1347,South Windsor,Capitol,Connecticut,26805.0,368.9
1348,Stafford Springs,Capitol,Connecticut,11949.0,53.3
1349,Suffield,Capitol,Connecticut,10633.0,166.5
1350,Taconic,Northwest Hills,Connecticut,0.0,0.0
1351,Tariffville,Capitol,Connecticut,1803.0,1080.1
1352,Tolland,Capitol,Connecticut,14640.0,141.1
1353,Unionville,Capitol,Connecticut,7537.0,647.1
1354,East Windsor,Capitol,Connecticut,4503.0,154.5
1355,Weatogue,Capitol,Connecticut,3391.0,451.3
1356,West Granby,Capitol,Connecticut,875.0,25.5
1357,West Hartland,Northwest Hills,Connecticut,185.0,6.4
1358,West Simsbury,Capitol,Connecticut,4400.0,228.8
1359,West Suffield,Capitol,Connecticut,3711.0,81.9
1360,Windsor Locks,Capitol,Connecticut,12563.0,537.5
1361,Winsted,Northwest Hills,Connecticut,10197.0,128.2
1362,Hartford,Capitol,Connecticut,2419.0,1610.1
1363,East Hartford,Capitol,Connecticut,24158.0,1145.4
1364,Wethersfield,Capitol,Connecticut,27192.0,853.4
1365,Newington,Capitol,Connecticut,30458.0,902.5
1366,Willimantic,Southeastern Connecticut,Connecticut,19103.0,1028.9
1367,Amston,Capitol,Connecticut,3739.0,92.2
1368,Brooklyn,Northeastern Connecticut,Connecticut,8430.0,106.2
1369,Chaplin,Northeastern Connecticut,Connecticut,2193.0,43.9
1370,Columbia,Capitol,Connecticut,5280.0,95.4
1371,Danielson,Northeastern Connecticut,Connecticut,11417.0,190.5
1372,Dayville,Northeastern Connecticut,Connecticut,6776.0,97.2
1373,Eastford,Northeastern Connecticut,Connecticut,1256.0,19.5
1374,East Killingly,Northeastern Connecticut,Connecticut,130.0,69.2
1375,Mansfield Center,Capitol,Connecticut,6304.0,145.6
1376,North Franklin,Southeastern Connecticut,Connecticut,1892.0,37.1
1377,North Grosvenordale,Northeastern Connecticut,Connecticut,4221.0,70.6
1378,North Windham,Southeastern Connecticut,Connecticut,2273.0,116.2
1379,Pomfret,Northeastern Connecticut,Connecticut,95.0,835.5
1380,Pomfret Center,Northeastern Connecticut,Connecticut,4391.0,39.7
1381,Putnam,Northeastern Connecticut,Connecticut,9248.0,177.9
1382,Quinebaug,Northeastern Connecticut,Connecticut,670.0,223.9
1383,Rogers,Northeastern Connecticut,Connecticut,217.0,545.5
1384,Scotland,Northeastern Connecticut,Connecticut,235.0,59.9
1385,South Windham,Southeastern Connecticut,Connecticut,227.0,94.7
1386,Storrs Mansfield,Capitol,Connecticut,12961.0,187.9
1387,Thompson,Northeastern Connecticut,Connecticut,4328.0,72.9
1388,Ashford,Northeastern Connecticut,Connecticut,4421.0,43.2
1389,Willington,Capitol,Connecticut,5586.0,64.8
1390,Woodstock Valley,Northeastern Connecticut,Connecticut,931.0,52.3
1391,Baltic,Southeastern Connecticut,Connecticut,3305.0,74.4
1392,Central Village,Northeastern Connecticut,Connecticut,938.0,291.6
1393,East Lyme,Southeastern Connecticut,Connecticut,7070.0,116.5
1394,Bozrah,Southeastern Connecticut,Connecticut,2343.0,46.7
1395,Gales Ferry,Southeastern Connecticut,Connecticut,6199.0,218.4
1396,Mashantucket,Southeastern Connecticut,Connecticut,41.0,8.0
1397,Ledyard,Southeastern Connecticut,Connecticut,9239.0,139.3
1398,Jewett City,Southeastern Connecticut,Connecticut,15695.0,115.4
1399,Montville,Southeastern Connecticut,Connecticut,75.0,109.3
1400,Moosup,Northeastern Connecticut,Connecticut,5331.0,93.6
1401,Mystic,Southeastern Connecticut,Connecticut,12481.0,339.5
1402,Niantic,Southeastern Connecticut,Connecticut,11530.0,420.5
1403,North Stonington,Southeastern Connecticut,Connecticut,5160.0,36.7
1404,Preston,Southeastern Connecticut,Connecticut,4719.0,60.0
1405,Oakdale,Southeastern Connecticut,Connecticut,7839.0,126.2
1406,Old Lyme,Lower Connecticut River Valley,Connecticut,9972.0,71.3
1407,Oneco,Northeastern Connecticut,Connecticut,115.0,24.0
1408,Quaker Hill,Southeastern Connecticut,Connecticut,3696.0,180.6
1409,South Lyme,Lower Connecticut River Valley,Connecticut,43.0,615.0
1410,Pawcatuck,Southeastern Connecticut,Connecticut,8973.0,283.4
1411,Taftville,Southeastern Connecticut,Connecticut,2725.0,1091.9
1412,Uncasville,Southeastern Connecticut,Connecticut,10240.0,224.1
1413,Voluntown,Northeastern Connecticut,Connecticut,2683.0,27.6
1414,Wauregan,Northeastern Connecticut,Connecticut,236.0,1572.4
1415,Yantic,Southeastern Connecticut,Connecticut,110.0,151.0
1416,Fishers Island,Suffolk,New York,53.0,5.1
1417,Ansonia,Naugatuck Valley,Connecticut,19361.0,1240.5
1418,Beacon Falls,Naugatuck Valley,Connecticut,6061.0,242.0
1419,Branford,South Central Connecticut,Connecticut,28041.0,500.7
1420,Centerbrook,Lower Connecticut River Valley,Connecticut,863.0,285.7
1421,Cobalt,Lower Connecticut River Valley,Connecticut,334.0,121.6
1422,Cromwell,Lower Connecticut River Valley,Connecticut,14250.0,441.8
1423,Deep River,Lower Connecticut River Valley,Connecticut,4445.0,127.0
1424,Killingworth,Lower Connecticut River Valley,Connecticut,6216.0,67.9
1425,East Haddam,Lower Connecticut River Valley,Connecticut,4887.0,51.6
1426,East Hampton,Lower Connecticut River Valley,Connecticut,12372.0,121.8
1427,Haddam,Lower Connecticut River Valley,Connecticut,3079.0,85.2
1428,Hadlyme,Lower Connecticut River Valley,Connecticut,23.0,11.3
1429,Higganum,Lower Connecticut River Valley,Connecticut,5234.0,83.5
1430,Ivoryton,Lower Connecticut River Valley,Connecticut,2514.0,269.1
1431,Middle Haddam,Lower Connecticut River Valley,Connecticut,271.0,78.8
1432,Milldale,Capitol,Connecticut,396.0,652.1
1433,Moodus,Lower Connecticut River Valley,Connecticut,3377.0,129.8
1434,Newtown,Western Connecticut,Connecticut,15511.0,160.9
1435,North Branford,South Central Connecticut,Connecticut,7195.0,313.4
1436,Northford,South Central Connecticut,Connecticut,6501.0,156.3
1437,Old Saybrook,Lower Connecticut River Valley,Connecticut,10492.0,269.0
1438,Plantsville,Capitol,Connecticut,9947.0,566.0
1439,Rockfall,Lower Connecticut River Valley,Connecticut,1406.0,284.2
1440,Sandy Hook,Western Connecticut,Connecticut,11830.0,225.6
1441,Seymour,Naugatuck Valley,Connecticut,16766.0,445.9
1442,Shelton,Naugatuck Valley,Connecticut,41206.0,519.4
1443,Southbury,Naugatuck Valley,Connecticut,19936.0,197.2
1444,Southington,Capitol,Connecticut,32924.0,458.7
1445,Hamden,South Central Connecticut,Connecticut,25687.0,892.5
1446,West Haven,South Central Connecticut,Connecticut,55336.0,1987.5
1447,Bethany,South Central Connecticut,Connecticut,5295.0,96.9
1448,Woodbridge,South Central Connecticut,Connecticut,9050.0,185.7
1449,Bridgeport,Greater Bridgeport,Connecticut,28264.0,3458.8
1450,Trumbull,Greater Bridgeport,Connecticut,36922.0,610.9
1451,Stratford,Greater Bridgeport,Connecticut,36184.0,1261.3
1452,Prospect,Naugatuck Valley,Connecticut,9411.0,255.6
1453,Bantam,Northwest Hills,Connecticut,1333.0,66.4
1454,Cornwall,Northwest Hills,Connecticut,28.0,4.0
1455,Cornwall Bridge,Northwest Hills,Connecticut,1912.0,24.5
1456,Gaylordsville,Western Connecticut,Connecticut,826.0,63.6
1457,Kent,Northwest Hills,Connecticut,2029.0,25.9
1458,Lakeside,Northwest Hills,Connecticut,24.0,14.8
1459,Morris,Northwest Hills,Connecticut,2035.0,47.0
1460,Naugatuck,Naugatuck Valley,Connecticut,31741.0,748.3
1461,New Milford,Western Connecticut,Connecticut,27318.0,187.6
1462,New Preston Marble Dale,Northwest Hills,Connecticut,1570.0,35.7
1463,Oakville,Naugatuck Valley,Connecticut,7987.0,885.8
1464,South Kent,Northwest Hills,Connecticut,904.0,22.4
1465,Terryville,Naugatuck Valley,Connecticut,9398.0,253.1
1466,Torrington,Northwest Hills,Connecticut,35563.0,330.9
1467,Harwinton,Northwest Hills,Connecticut,5539.0,69.3
1468,Washington Depot,Northwest Hills,Connecticut,971.0,28.8
1469,West Cornwall,Northwest Hills,Connecticut,799.0,9.6
1470,Cos Cob,Western Connecticut,Connecticut,7641.0,900.9
1471,New Fairfield,Western Connecticut,Connecticut,13596.0,257.1
1472,Darien,Western Connecticut,Connecticut,21571.0,658.2
1473,Greenwich,Western Connecticut,Connecticut,24881.0,709.6
1474,New Canaan,Western Connecticut,Connecticut,20709.0,360.4
1475,Norwalk,Western Connecticut,Connecticut,19286.0,1098.1
1476,Old Greenwich,Western Connecticut,Connecticut,8096.0,1378.6
1477,Ridgefield,Western Connecticut,Connecticut,25059.0,279.7
1478,Redding,Western Connecticut,Connecticut,8747.0,107.6
1479,Avenel,Middlesex,New Jersey,17211.0,1780.1
1480,Bayonne,Hudson,New Jersey,70497.0,4674.4
1481,Boonton,Morris,New Jersey,15106.0,318.7
1482,Caldwell,Essex,New Jersey,26449.0,1093.1
1483,Carteret,Middlesex,New Jersey,25170.0,2210.1
1484,Cedar Grove,Essex,New Jersey,13225.0,1201.6
1485,Cliffside Park,Bergen,New Jersey,25546.0,10312.6
1486,Clifton,Passaic,New Jersey,40042.0,4967.1
1487,Cranford,Union,New Jersey,23838.0,1939.5
1488,East Orange,Essex,New Jersey,39557.0,6752.7
1489,Edgewater,Bergen,New Jersey,14394.0,5723.2
1490,Essex Fells,Essex,New Jersey,2290.0,627.8
1491,Fairview,Bergen,New Jersey,14935.0,6835.0
1492,Fanwood,Union,New Jersey,7723.0,2225.9
1493,Fort Lee,Bergen,New Jersey,39781.0,6112.9
1494,Garfield,Bergen,New Jersey,32472.0,5939.0
1495,Garwood,Union,New Jersey,4542.0,2696.4
1496,Glen Ridge,Essex,New Jersey,7970.0,2351.6
1497,Hoboken,Hudson,New Jersey,58754.0,18157.9
1498,North Arlington,Bergen,New Jersey,16352.0,2541.3
1499,Kearny,Hudson,New Jersey,41157.0,1796.7
1500,Kenilworth,Union,New Jersey,8345.0,1500.9
1501,Lake Hiawatha,Morris,New Jersey,10064.0,3058.8
1502,Lincoln Park,Morris,New Jersey,10922.0,633.3
1503,Linden,Union,New Jersey,44996.0,1598.4
1504,Livingston,Essex,New Jersey,31091.0,871.6
1505,Maplewood,Essex,New Jersey,25384.0,2529.9
1506,Millburn,Essex,New Jersey,7412.0,2132.8
1507,Montclair,Essex,New Jersey,26945.0,2756.2
1508,Verona,Essex,New Jersey,14438.0,1995.0
1509,Mountain Lakes,Morris,New Jersey,4499.0,653.2
1510,North Bergen,Hudson,New Jersey,62066.0,4666.0
1511,West Orange,Essex,New Jersey,48399.0,1555.1
1512,Parsippany,Morris,New Jersey,30392.0,848.5
1513,Passaic,Passaic,New Jersey,70048.0,8644.1
1514,Wallington,Bergen,New Jersey,11838.0,4597.9
1515,Pine Brook,Morris,New Jersey,6052.0,790.6
1516,Port Reading,Middlesex,New Jersey,4031.0,1180.1
1517,Rahway,Union,New Jersey,29664.0,2939.6
1518,Clark,Union,New Jersey,15415.0,1359.6
1519,Colonia,Middlesex,New Jersey,18581.0,1780.6
1520,Roseland,Essex,New Jersey,6221.0,663.9
1521,Watchung,Somerset,New Jersey,6651.0,405.6
1522,Rutherford,Bergen,New Jersey,18754.0,2603.7
1523,Lyndhurst,Bergen,New Jersey,22332.0,1880.8
1524,Carlstadt,Bergen,New Jersey,6341.0,620.2
1525,East Rutherford,Bergen,New Jersey,10020.0,1042.6
1526,Moonachie,Bergen,New Jersey,3093.0,1091.1
1527,Wood Ridge,Bergen,New Jersey,9978.0,3459.7
1528,Scotch Plains,Union,New Jersey,24727.0,1061.4
1529,Sewaren,Middlesex,New Jersey,2695.0,674.7
1530,Short Hills,Essex,New Jersey,14287.0,690.3
1531,South Orange,Essex,New Jersey,18648.0,2525.0
1532,South Plainfield,Middlesex,New Jersey,24256.0,1139.1
1533,Towaco,Morris,New Jersey,5612.0,356.9
1534,Weehawken,Hudson,New Jersey,16790.0,8162.6
1535,Union City,Hudson,New Jersey,67258.0,19900.7
1536,Vauxhall,Union,New Jersey,3056.0,3639.0
1537,Mountainside,Union,New Jersey,6991.0,675.9
1538,West New York,Hudson,New Jersey,64203.0,20878.7
1539,Secaucus,Hudson,New Jersey,21470.0,1429.1
1540,Newark,Essex,New Jersey,13506.0,4611.7
1541,Belleville,Essex,New Jersey,37893.0,4430.6
1542,Nutley,Essex,New Jersey,29695.0,3398.2
1543,Irvington,Essex,New Jersey,60268.0,7984.9
1544,Elizabeth,Union,New Jersey,27996.0,1679.2
1545,Roselle,Union,New Jersey,22500.0,3296.3
1546,Roselle Park,Union,New Jersey,13964.0,4401.2
1547,Hillside,Union,New Jersey,22262.0,3108.0
1548,Elizabethport,Union,New Jersey,30364.0,6596.5
1549,Jersey City,Hudson,New Jersey,53237.0,14344.8
1550,Allendale,Bergen,New Jersey,6817.0,851.4
1551,Bloomingdale,Passaic,New Jersey,7726.0,489.1
1552,Butler,Morris,New Jersey,17993.0,350.8
1553,Elmwood Park,Bergen,New Jersey,21261.0,3106.0
1554,Fair Lawn,Bergen,New Jersey,34948.0,2627.7
1555,Franklin Lakes,Bergen,New Jersey,11010.0,451.2
